Time,mode_type,location_type,street,xstreet1,xstreet2,x_cord,y_cord,lat,long
2021-09-25 10:55:50+00,bike,Intersection,,COMMONWEALTH AVE,CHARLESGATE E,766570.39,2952549.63,42.34922174,-71.09157917
2021-09-27 10:59:53+00,bike,Intersection,,MARLBOROUGH ST,MASSACHUSETTS AVE,767240.22,2952859.41,42.35006296,-71.08909576
2021-09-28 21:17:18+00,bike,Intersection,,BEXLEY RD,WASHINGTON ST,757281.89,2930256.36,42.28816477,-71.12630134
2021-09-29 17:39:13+00,bike,Intersection,,OLD COLONY AVE,DORCHESTER AVE,775959.79,2948492.47,42.33796017,-71.05692316
2021-09-29 19:10:50+00,bike,Intersection,,DARTMOUTH ST,MARLBOROUGH ST,770043.1,2953896.41,42.35287099,-71.07870804
2021-09-30 11:52:47+00,bike,Intersection,,CENTRE ST,LAGRANGE ST,748670.12,2927498.1,42.28069502,-71.15816896
2021-10-01 14:31:07+00,bike,Street,MELCHER ST,SUMMER ST,NECCO ST,777720.86,2952877.01,42.34980688,-71.05052788
2021-10-02 11:28:06+00,bike,Street,ARCHDALE RD,WASHINGTON ST,SOUTH ST,758455.87,2931985.73,42.29301207,-71.12181453
2021-10-03 13:35:17+00,bike,Intersection,,DECKARD ST,HUMBOLDT AVE,767890.72,2940591.88,42.31639177,-71.08690913
2021-10-04 06:16:57+00,bike,Intersection,,CEDAR ST,CENTRE ST,765504.09,2944696.14,42.32768543,-71.09566144
2021-10-06 22:51:13+00,bike,Other,,,,774425.85,2959478.65,42.36812821,-71.06238815
2021-10-12 00:35:33+00,bike,Intersection,,DUDLEY ST,HARRISON AVE,768996.06,2945051.04,42.32861314,-71.08274164
2021-10-13 01:48:13+00,bike,Intersection,,DORCHESTER AVE,PARK ST,775029.79,2934156.24,42.29863416,-71.06063601
2021-10-13 16:55:10+00,bike,Street,HARRISON AVE,SAVOY ST,ROLLINS ST,773135.3,2949645.73,42.341159,-71.06734042
2021-10-14 16:51:47+00,bike,Intersection,,SPRING ST,ALARIC ST,747538.18,2926396.6,42.27768479,-71.16236793
2021-10-14 23:25:39+00,bike,Intersection,,WESTERN AVE,SOLDIERS FIELD RD,752044.78,2956989.14,42.3615822,-71.14524536
2021-10-15 00:58:59+00,bike,Street,BOYLSTON ST,IPSWICH ST,JERSEY ST,765557.5,2951006.35,42.34519953,-71.09544795
2021-10-18 13:15:56+00,bike,Street,COMMONWEALTH AVE,HARRY AGGANIS WAY,BUICK ST,760015.89,2953175.83,42.35100724,-71.11581935
2021-10-19 15:01:53+00,bike,Street,WASHINGTON ST,MONASTERY RD,NANTASKET AVE,751445.53,2951640.87,42.34672002,-71.14768351
2021-10-20 07:29:26+00,bike,Intersection,,PERKINS ST,FRANCIS PARKMAN DR,757899.64,2941608.45,42.31930813,-71.12383328
2021-10-22 06:35:33+00,bike,Street,BROOKLINE AVE,SHORT ST,LONGWOOD AVE,762776.07,2949111.42,42.34005083,-71.10605335
2021-10-22 15:14:46+00,bike,Intersection,,FREEPORT ST,BEACH ST,776732.43,2936071.87,42.30386651,-71.05430551
2021-10-22 18:17:20+00,bike,Intersection,,GENEVA AVE,PARK ST,774537.05,2933961.62,42.29810706,-71.06246102
2021-10-22 23:48:06+00,bike,Street,MERIDIAN ST,PARIS ST,HAVRE ST,780800.01,2960882.45,42.37188445,-71.03900433
2021-10-23 02:39:49+00,bike,Intersection,,ESSEX ST,KINGSTON ST,775266.24,2953799.91,42.35253378,-71.05938693
2021-10-24 17:52:21+00,bike,Street,SOUTHAMPTON ST,ATKINSON ST,MASSACHUSETTS AVE,772633.48,2946444.11,42.33196417,-71.06941753
2021-10-26 06:29:19+00,bike,Intersection,,MELNEA CASS BLVD,MASSACHUSETTS AVE,771888.4,2946525.63,42.33262014,-71.07201819
2021-10-26 07:55:58+00,bike,Intersection,,LONGWOOD AVE,BINNEY ST,762654.77,2948539.4,42.33826807,-71.10613267
2021-10-26 18:22:25+00,bike,Street,WASHINGTON ST,LANGLEY RD,OAK SQUARE AVE,747187.15,2952492.09,42.34910111,-71.16341032
2021-10-28 12:43:43+00,bike,Intersection,,CENTRE ST,POND ST,760538.37,2939908.46,42.31461093,-71.11410492
2021-10-28 16:46:34+00,bike,Intersection,,BLUE HILL AVE,WARREN ST,769064.97,2938101.08,42.30954121,-71.08261257
2021-10-29 14:55:50+00,bike,Street,COLONEL MICHAEL J. MCDONOUGH WAY,OLD COLONY AVE,GENERAL LAWRENCE J LOGAN WAY,776939.47,2944711.43,42.32756771,-71.05336669
2021-10-29 17:20:31+00,bike,Intersection,,COMMONWEALTH AVE,MASSACHUSETTS AVE,767364.62,2952528.83,42.34915419,-71.08864146
2021-10-31 00:53:19+00,bike,Street,NEWMARKET SQ,MASSACHUSETTS AVE,SOUTHAMPTON ST,773417.68,2944837.31,42.32812294,-71.06601276
2021-10-31 11:40:07+00,bike,Intersection,,HUNTINGTON AVE,LONGWOOD AVE,764287.45,2947659.29,42.33583217,-71.10010923
2021-11-04 18:21:46+00,bike,Street,WASHINGTON ST,MALCOLM X BLVD,GUILD ROW,768205.17,2944987.8,42.32860512,-71.08577978
2021-11-06 12:24:40+00,bike,Street,GREYLOCK RD,ALLSTON ST,GLENVILLE AVE,755131.06,2952897.52,42.35013339,-71.13399427
2021-11-07 13:22:45+00,bike,Intersection,,OLD COLONY AVE,PREBLE ST,777145.28,2945315.01,42.32922414,-71.05260013
2021-11-07 19:12:07+00,bike,Street,DUDLEY ST,NEWMAN PL,HAMPDEN ST,770879.26,2944281.11,42.326465,-71.07580571
2021-11-08 15:22:19+00,bike,Street,COMMONWEALTH AVE,BABCOCK ST,ALCORN ST,758387.73,2953589.97,42.35194792,-71.1218861
2021-11-09 16:42:13+00,bike,Street,EVANS ST,THETFORD AVE,STANTON ST,770470.74,2928339.56,42.28289126,-71.07765257
2021-11-10 16:30:32+00,bike,Street,SOUTHAMPTON ST,ATKINSON ST,MASSACHUSETTS AVE,772564.37,2946206.88,42.33196858,-71.06943973
2021-11-10 16:35:54+00,bike,Street,SOLDIERS FIELD RD,CAMBRIDGE ST,RAMP - WESTERN AVENUE TO SOLDI,759325.81,2956457.17,42.36010369,-71.11752421
2021-11-10 18:39:40+00,bike,Street,COMMONWEALTH AVE,BLANDFORD MALL,BEACON ST,764425.44,2952392.2,42.34905401,-71.09946765
2021-11-11 17:21:29+00,bike,Intersection,,SOUTH ST,BOYNTON ST,760401.12,2936564.95,42.30543785,-71.11466821
2021-11-13 12:38:43+00,bike,Street,CHARLES ST,BOYLSTON ST,RIVER ST,772626.65,2954665.21,42.35504235,-71.06881322
2021-11-13 17:04:12+00,bike,Street,CUMMINS HWY,MOUNT CALVARY RD,CHASE ST,760310.93,2926321.32,42.27759412,-71.11478658
2021-11-13 19:27:45+00,bike,Street,UPTON ST,IVANHOE ST,DRAPERS LN,771687.39,2950163.8,42.34268958,-71.07256725
2021-11-14 00:04:11+00,bike,Intersection,,PARK ST,WASHINGTON ST,771931.92,2933003.12,42.29551315,-71.07210812
2021-11-19 15:42:25+00,bike,Intersection,,BEACON ST,COMMONWEALTH AVE,765127.84,2952446.45,42.34895744,-71.09691738
2021-11-30 09:14:52+00,bike,Street,KIRKWOOD RD,FOSTER ST,RADNOR RD,748545.23,2949527.42,42.34127843,-71.15823109
2021-12-01 00:08:09+00,bike,Street,FANEUIL ST,MARKET ST,SEAGER CT,750755.15,2954648.26,42.35490602,-71.15024444
2021-12-10 18:18:15+00,bike,Intersection,,QUINCY ST,WARREN ST,768990.14,2940590.07,42.31637212,-71.08284421
2021-12-15 15:06:28+00,bike,Intersection,,HARVARD ST,HARRISON AVE,774600.98,2952791.33,42.34977562,-71.06186721
2021-12-28 14:55:18+00,bike,Intersection,,MEDFORD ST,SHORT ST,772354.98,2965152.93,42.38372739,-71.06994529
2022-01-02 21:08:53+00,bike,Street,HUNTINGTON AVE,HUNTINGTON AVE,COLBURN ST,761044.12,2946058.68,42.33152494,-71.1119066
2022-01-05 15:44:51+00,bike,Street,E ST,BOWEN ST,W FIFTH ST,777563.58,2947836.14,42.33622697,-71.05114701
2022-01-13 18:15:41+00,bike,Street,CAMBRIDGE ST,CHARLES RIVER PLZ,IRVING ST,773557.47,2956963.44,42.36122235,-71.06564897
2022-01-14 13:29:22+00,bike,Intersection,,RIVERWAY,BROOKLINE AVE,761614.87,2947808.72,42.33627617,-71.10999125
2022-01-14 17:40:50+00,bike,Intersection,,BLUE HILL AVE,HARVARD ST,767679.94,2932756.13,42.29489285,-71.08782846
2022-01-20 09:18:33+00,bike,Street,SOLDIERS FIELD RD,CAMBRIDGE ST,RAMP - WESTERN AVENUE TO SOLDI,759325.81,2956457.17,42.36010369,-71.11752421
2022-01-24 09:30:16+00,bike,Street,NASHUA ST,COTTING ST,RAMP - LEVERETT CONNECTOR TO N,773735.65,2959372.35,42.36750434,-71.0653452
2022-01-24 12:39:24+00,bike,Intersection,,HERALD ST,WASHINGTON ST,773877.61,2951643.4,42.34663583,-71.06456486
2022-01-26 08:24:14+00,bike,Intersection,,MELNEA CASS BLVD,MASSACHUSETTS AVE,771888.4,2946525.63,42.33262014,-71.07201819
2022-02-10 14:45:40+00,bike,Intersection,,BYNNER ST,JAMAICAWAY,760372.9,2943476.14,42.32440287,-71.11465711
2022-02-14 12:04:34+00,bike,Intersection,,AVENUE LOUIS PASTEUR,BLACKFAN CIR,763868.15,2948927.4,42.33931729,-71.10163811
2022-02-16 15:50:25+00,bike,Intersection,,DORCHESTER ST,W FIFTH ST,778434.06,2947240.89,42.33449016,-71.04779633
2022-02-17 09:45:25+00,bike,Street,TOPEKA ST,SOUTHAMPTON ST,S BAY AVE,773401.78,2946890.47,42.33370986,-71.06671178
2022-02-21 18:16:48+00,bike,Street,FOLSOM ST,DUDLEY ST,HARLOW ST,772179.52,2941543.92,42.31904641,-71.07120324
2022-02-23 15:05:37+00,bike,Street,DAVID G MUGAR WAY,CHARLESBANK RD,JAMES J STORROW MEMORIAL DR,771390.63,2955496.06,42.35708763,-71.07302537
2022-02-27 15:38:27+00,bike,Intersection,,HUMBOLDT AVE,MARTIN LUTHER KING JR BLVD,768127.97,2941606.63,42.31917314,-71.08601372
2022-03-01 12:14:52+00,bike,Street,WARREN ST,ZEIGLER ST,TABER ST,768692.19,2945448.97,42.32963619,-71.08328311
2022-03-04 19:38:38+00,bike,Intersection,,FOSTER ST,WASHINGTON ST,748857.86,2952412.94,42.34906072,-71.15710509
2022-03-05 18:12:58+00,bike,Intersection,,CAMBRIDGE ST,BRIGHTON AVE,754388.61,2954078.33,42.35356777,-71.13661904
2022-03-05 22:14:35+00,bike,Intersection,,BOSTON ST,ELLERY ST,775758.74,2945006.64,42.3283978,-71.05773362
2022-03-07 17:03:01+00,bike,Street,BEACON ST,SPRUCE ST,CHARLES ST,772968.37,2955329.47,42.35654146,-71.06777273
2022-03-16 08:51:31+00,bike,Intersection,,HUNTINGTON AVE,S HUNTINGTON AVE,761056.54,2946262.09,42.33203914,-71.11208227
2022-03-18 06:47:29+00,bike,Intersection,,N GROVE ST,CAMBRIDGE ST,772733.98,2956943.27,42.36119474,-71.06869615
2022-03-18 10:03:58+00,bike,Street,TERRACE ST,CEDAR ST,NEW HEATH ST,764707.18,2944303.79,42.3266562,-71.09880831
2022-03-18 22:14:39+00,bike,Intersection,,ALBANY ST,MASSACHUSETTS AVE,771496.77,2946868.37,42.33356602,-71.07346022
2022-03-21 07:40:25+00,bike,Intersection,,JAMAICAWAY,PERKINS ST,759859.09,2942243.64,42.32102719,-71.11657758
2022-03-23 16:01:20+00,bike,Street,WILLIAM T MORRISSEY BLVD,INTERSTATE 93 S,BIANCULLI BLVD,780753.33,2939845.32,42.31219332,-71.04601734
2022-03-26 09:41:05+00,bike,Intersection,,CHESTNUT HILL AVE,ENGLEWOOD AVE,750181.25,2948092.15,42.33718959,-71.15227465
2022-03-27 13:25:01+00,bike,Intersection,,READING ST,KEMBLE ST,771246.98,2945497.39,42.32980742,-71.07440933
2022-03-31 11:34:17+00,bike,Intersection,,BERKELEY ST,BACK ST,771029.67,2954803.39,42.35534634,-71.07504151
2022-04-02 18:23:42+00,bike,Street,COMMONWEALTH AVE,BUICK ST,ESSEX ST,761080.86,2953013.01,42.35054723,-71.11188222
2022-04-05 18:27:50+00,bike,Intersection,,BEACON ST,MASSACHUSETTS AVE,767133.97,2953148.66,42.35085807,-71.08948367
2022-04-08 00:17:04+00,bike,Intersection,,W BROADWAY,E BROADWAY,779049.44,2947600.85,42.33546893,-71.04551331
2022-04-08 19:43:43+00,bike,Street,HUNTINGTON AVE,CRAFTSON WAY,HEATH ST,761208.22,2945492.75,42.32997905,-71.11130693
2022-04-08 20:14:04+00,bike,Street,CITY HALL PLZ,COURT ST,DEAD END,775555.04,2956635.7,42.35974461,-71.05824521
2022-04-08 21:48:56+00,bike,Intersection,,COLUMBUS AVE,MASSACHUSETTS AVE,769244.78,2949443.97,42.34066415,-71.08174219
2022-04-13 16:26:46+00,bike,Intersection,,PURCHASE ST,OLIVER ST,777245.54,2954801.09,42.35525275,-71.05204512
2022-04-15 10:48:44+00,bike,Street,HYDE PARK AVE,GRANT PL,RIVER ST,757897.99,2918712.74,42.25644545,-71.12396106
2022-04-15 14:06:16+00,bike,Intersection,,WOODHAVEN ST,BLUE HILL AVE,766184.73,2924891.14,42.27333049,-71.09349347
2022-04-17 21:53:20+00,bike,Intersection,,GENEVA AVE,OLNEY ST,771366.54,2936428.37,42.30491999,-71.07413463
2022-04-19 12:17:18+00,bike,Intersection,,ATKINSON ST,SOUTHAMPTON ST,772685.21,2946272.18,42.33191366,-71.06907608
2022-04-20 05:05:34+00,bike,Intersection,,BEACON ST,CHARLESGATE W,766221.57,2952819.13,42.34996583,-71.0928648
2022-04-21 18:18:00+00,bike,Intersection,,CENTRE ST,LAMARTINE ST,764185.65,2942920.88,42.32283108,-71.10056781
2022-04-25 17:45:32+00,bike,Street,MASSACHUSETTS AVE,PUBLIC ALLEY NO. 909,HAVILAND ST,767616.54,2951685.9,42.34688892,-71.08754131
2022-04-27 06:29:02+00,bike,Intersection,,WESTERN AVE,RIVERDALE ST,755568.01,2957618.92,42.36326939,-71.13219931
2022-04-28 11:52:09+00,bike,Intersection,,TRAVIS ST,WESTERN AVE,756497.01,2957630.92,42.36329127,-71.12876172
2022-04-28 23:57:12+00,bike,Street,BRIGHTON AVE,ISLINGTON ST,HIGGINS ST,754382.51,2953965.91,42.35341204,-71.13661499
2022-05-02 12:08:40+00,bike,Street,BEACON ST,HEREFORD ST,MASSACHUSETTS AVE,767221.39,2953306.22,42.3509748,-71.08900083
2022-05-05 19:40:49+00,bike,Intersection,,STRATHMORE RD,SUTHERLAND RD,750990.88,2948627.15,42.33864856,-71.14927203
2022-05-06 19:59:53+00,bike,Street,BRAGDON ST,ERNST ST,MILES ST,764504.56,2941441,42.31888709,-71.09930354
2022-05-09 02:21:42+00,bike,Street,WASHINGTON ST,ASTICOU RD,UKRAINE WAY,760523,2934732.17,42.30046657,-71.11469418
2022-05-09 20:09:42+00,bike,Street,JAMAICAWAY ,CRAFTSON WAY,BYNNER ST,760533.03,2943502.81,42.32466628,-71.11432312
2022-05-10 17:04:35+00,bike,Intersection,,HUNTINGTON AVE,MASSACHUSETTS AVE,768353.16,2950235.9,42.34284918,-71.08502585
2022-05-11 21:43:21+00,bike,Intersection,,CORNWALL ST,WASHINGTON ST,763672.96,2938793.38,42.31151159,-71.10253472
2022-05-13 16:20:01+00,bike,Street,MASSACHUSETTS AVE,CLAPP ST,COLUMBIA RD,774593.74,2942252.24,42.32093443,-71.06191893
2022-05-13 16:42:33+00,bike,Intersection,,WASHINGTON ST,SOUTH ST,760425.97,2934952.21,42.30101209,-71.11460329
2022-05-15 10:48:55+00,bike,Intersection,,CHESTNUT HILL AVE,BEACON ST,750692.36,2947492.78,42.33553916,-71.15039335
2022-05-15 12:40:29+00,bike,Intersection,,FANEUIL ST,MARKET ST,750782.81,2954515.91,42.35480989,-71.14995223
2022-05-16 15:12:41+00,bike,Street,HUNTINGTON AVE,EVANS WAY,LONGWOOD AVE,764354,2947913.2,42.336223,-71.099671
2022-05-17 20:57:23+00,bike,Intersection,,WAVERLY ST,WESTERN AVE,753296.76,2957315.16,42.36246243,-71.14060793
2022-05-18 13:23:04+00,bike,Intersection,,WASHINGTON ST,BEECHLAND CIR,754192.34,2926407.08,42.27763863,-71.13777988
2022-05-20 16:03:03+00,bike,Intersection,,JAMAICA ST,SOUTH ST,760297.73,2936884.24,42.30631528,-71.11504509
2022-05-22 12:43:24+00,bike,Street,DORCHESTER AVE,ORCHARDFIELD ST,GREENWICH ST,775318.5,2935973.27,42.30359035,-71.05933231
2022-05-25 16:06:13+00,bike,Street,DAVID G MUGAR WAY,CHARLESBANK RD,JAMES J STORROW MEMORIAL DR,771390.63,2955496.06,42.35708763,-71.07302537
2022-05-27 09:01:30+00,bike,Street,AMORY ST,GORDON ST,WILLIAMS ST,762201.21,2937713.16,42.3086592,-71.10824691
2022-05-27 18:14:46+00,bike,Intersection,,TREMONT ST,UNION PARK,771789.34,2950532.02,42.34361517,-71.07231025
2022-05-29 11:23:01+00,bike,Street,GALLIVAN BLVD,ROSS RD,ADAMS ST,776434.55,2928445.86,42.28269379,-71.0555275
2022-05-30 22:40:22+00,bike,Intersection,,TREMONT ST,MARGINAL RD,773136.09,2952113.11,42.34793509,-71.06729902
2022-06-02 16:53:38+00,bike,Street,C ST,W SECOND ST,W FIRST ST,777700.63,2949767.12,42.34142809,-71.05045219
2022-06-05 18:31:03+00,bike,Street,HYDE PARK AVE,WEST ST,DELL AVE,758242.04,2920377.93,42.26093635,-71.12258567
2022-06-07 07:25:32+00,bike,Intersection,,GASTON ST,WARREN ST,768778.66,2939569.63,42.31357482,-71.08364455
2022-06-10 16:54:49+00,bike,Street,SOLDIERS FIELD RD,EVERETT ST,RAMP - SOLDIERS FIELD ROAD WB,753038.72,2957908.22,42.36342157,-71.14138669
2022-06-11 16:45:27+00,bike,Intersection,,ORTON-MAROTTA WAY,D ST,776993.5,2948103.9,42.33687912,-71.05310739
2022-06-13 07:19:00+00,bike,Intersection,,AMORY ST,WILLIAMS ST,761909.79,2937293.09,42.30741707,-71.10907873
2022-06-14 07:23:52+00,bike,Intersection,,CENTRE ST,LAMARTINE ST,764185.65,2942920.88,42.32283108,-71.10056781
2022-06-15 07:14:49+00,bike,Intersection,,MERIDIAN ST,SARATOGA ST,780704.54,2962232.79,42.37559485,-71.03909956
2022-06-15 08:06:35+00,bike,Intersection,,GREENWOOD AVE,METROPOLITAN AVE,759526.47,2921595.71,42.26437201,-71.11814929
2022-06-15 19:53:23+00,bike,Intersection,,FLORENCE ST,HARRISON ST,758606.95,2929917.61,42.28721918,-71.12140985
2022-06-16 17:15:35+00,bike,Intersection,,BLANDFORD MALL,COMMONWEALTH AVE,764133.28,2952529.66,42.34919861,-71.10059508
2022-06-17 08:55:41+00,bike,Street,TREMONT ST,CUFFLIN ST,PLAYSTEAD RD,744283.6,2953275.27,42.3516269,-71.17388609
2022-06-18 00:06:26+00,bike,Intersection,,LINCOLN ST,CAMBRIDGE ST,756685.23,2955477.73,42.35738061,-71.12810002
2022-06-21 08:00:50+00,bike,Intersection,,RUTHERFORD AVE,MAFFA WAY,771320.96,2965223,42.3839339,-71.07377121
2022-06-22 17:16:31+00,bike,Street,CONGRESS ST,ATLANTIC AVE,DORCHESTER AVE,777164.8,2953976.36,42.352811,-71.0527073
2022-06-24 20:23:44+00,bike,Intersection,,MAIN ST,OAK ST,772478.36,2963742.43,42.37985526,-71.06951498
2022-06-25 15:28:26+00,bike,Intersection,,CAUSEWAY ST,N WASHINGTON ST,775473.47,2959051.59,42.36694154,-71.05851973
2022-06-26 13:58:40+00,bike,Street,WILLIAM T MORRISSEY BLVD,VICTORY RD,WILLIAM T MORRISSEY BLVD,778780.31,2932565.8,42.29420952,-71.0472835
2022-06-29 17:40:46+00,bike,Intersection,,UNION ST,WINSHIP ST,750120.44,2951342.9,42.34611047,-71.15245058
2022-06-30 17:06:10+00,bike,Street,COLUMBIA RD,DUDLEY ST,ARION ST,773514.59,2940672.41,42.31642766,-71.06587765
2022-07-01 08:26:19+00,bike,Street,CAMBRIDGE ST,N HARVARD ST,LINCOLN ST,756948.03,2955688.64,42.3577702,-71.12700523
2022-07-02 19:49:09+00,bike,Street,WASHINGTON ST,MALCOLM X BLVD,GUILD ROW,768205.17,2944987.8,42.32860512,-71.08577978
2022-07-03 10:23:57+00,bike,Other,,,,780798.39,2959576.01,42.36830324,-71.0388054
2022-07-04 05:56:54+00,bike,Intersection,,GLEN RD,WASHINGTON ST,763127.52,2938040.13,42.30945159,-71.10456417
2022-07-04 18:06:08+00,bike,Intersection,,BEACON ST,CHARLESGATE E,766554.98,2952936.14,42.35028254,-71.09162933
2022-07-05 15:39:31+00,bike,Intersection,,CAMBRIDGE ST,SPICE ST,770891.98,2965093.68,42.38358492,-71.07536138
2022-07-06 17:02:59+00,bike,Street,BRACKETT ST,FANEUIL ST,WASHINGTON ST,746729.93,2953273.81,42.35146575,-71.16518474
2022-07-07 15:22:05+00,bike,Intersection,,DORCHESTER AVE,SAVIN HILL AVE,775931.11,2939390.88,42.31298548,-71.05720399
2022-07-07 20:13:25+00,bike,Street,COMMONWEALTH AVE,HARRY AGGANIS WAY,BUICK ST,760015.89,2953175.83,42.35100724,-71.11581935
2022-07-08 00:03:37+00,bike,Intersection,,LAWRENCE AVE,BLUE HILL AVE,769895.6,2939552.38,42.31351245,-71.07951531
2022-07-08 00:30:26+00,bike,Intersection,,AMERICAN LEGION HWY,BLUE HILL AVE,767885.27,2933934.35,42.29812323,-71.08704846
2022-07-08 19:03:43+00,bike,Street,BROOKS ST,GERRISH ST,BIGELOW ST,747341.36,2954610.46,42.35510742,-71.1626831
2022-07-10 02:52:29+00,bike,Street,COMMONWEALTH AVE,HARRY AGGANIS WAY,BABCOCK ST,759233.92,2953493.23,42.35156939,-71.11877779
2022-07-10 09:35:31+00,bike,Street,HOOD PARK DR,RUTHERFORD AVE,STACK ST,771482.4,2963664.95,42.37928689,-71.07427322
2022-07-13 12:10:53+00,bike,Intersection,,HUNTINGTON AVE,MASSACHUSETTS AVE,768353.16,2950235.9,42.34284918,-71.08502585
2022-07-14 12:55:39+00,bike,Street,HARVARD ST,PAXTON ST,DONALD RD,766955.83,2931664.19,42.29182543,-71.0903623
